analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_outcome_washout,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,cdm_name,result_type
19,15121,7407635,996,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,20280.999315537305,4911.000609506273,4610.705309445089,5225.719340915191,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,19,NA,5,Denominator cohort 19,40 to 49,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
2,48033,26991728,3174,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,73899.32375085558,4295.032537375895,4146.897507987442,4447.107598339751,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,2,NA,5,Denominator cohort 2,0 to 150,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
20,7240,3595358,321,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,9843.553730321697,3261.0174007706605,2913.997310751439,3637.9916259232486,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,20,NA,5,Denominator cohort 20,40 to 49,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
21,7881,3812277,675,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,10437.445585215606,6467.099583792048,5988.364736485365,6973.923819254499,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,21,NA,5,Denominator cohort 21,40 to 49,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
22,15791,8295371,1192,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,22711.488021902805,5248.445187080843,4954.689125484711,5555.069503644655,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,22,NA,5,Denominator cohort 22,50 to 59,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
23,7530,3999827,425,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,10950.929500342232,3880.9491010486204,3520.702396503928,4268.056570975721,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,23,NA,5,Denominator cohort 23,50 to 59,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
24,8261,4295544,767,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,11760.558521560575,6521.799101580615,6068.3557562438245,7000.152028783324,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,24,NA,5,Denominator cohort 24,50 to 59,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
25,13070,7294885,1045,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,19972.30663928816,5232.244922298295,4919.780810285782,5559.351739712004,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,25,NA,5,Denominator cohort 25,60 to 69,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
26,6113,3418624,355,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,9359.682409308693,3792.863736988917,3408.5294518072005,4208.672494462647,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,26,NA,5,Denominator cohort 26,60 to 69,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
27,6957,3876261,690,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,10612.624229979467,6501.690675627879,6025.55544092142,7005.447796980803,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,27,NA,5,Denominator cohort 27,60 to 69,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
28,5491,4468163,663,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,12233.163586584531,5419.693730958338,5014.949962092279,5848.406365341872,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,28,NA,5,Denominator cohort 28,70 to 79,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
29,2547,2083688,264,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,5704.826830937714,4627.6601871297435,4086.220873298275,5220.881386638503,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,29,NA,5,Denominator cohort 29,70 to 79,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
3,51960,29157356,4792,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,79828.4900752909,6002.869395976782,5834.09824741934,6175.283897428417,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,3,NA,5,Denominator cohort 3,0 to 150,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
30,2944,2384475,399,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,6528.336755646817,6111.817066649891,5526.757430299223,6741.957177161079,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,30,NA,5,Denominator cohort 30,70 to 79,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
31,3029,2555122,192,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,6995.542778918549,2744.604758598611,2370.0968247623114,3161.4862647893137,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,31,NA,5,Denominator cohort 31,80 to 89,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
32,1249,1064797,70,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,2915.2553045859,2401.1619116131997,1871.82350794819,3033.7236225216857,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,32,NA,5,Denominator cohort 32,80 to 89,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
33,1780,1490325,122,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,4080.287474332649,2989.9854058678475,2483.002165872056,3570.046737343961,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,33,NA,5,Denominator cohort 33,80 to 89,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
34,99993,57553748,3491,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,157573.5742642026,2215.473004468797,2142.583999155491,2290.2093069371244,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,1,NA,5,Denominator cohort 1,0 to 150,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
35,48033,27595974,2050,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,75553.65913757701,2713.303397082487,2597.107533982763,2833.358612525947,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,2,NA,5,Denominator cohort 2,0 to 150,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
36,51960,29957774,1441,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,82019.9151266256,1756.8903817753614,1667.3394611070376,1850.001443041285,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,3,NA,5,Denominator cohort 3,0 to 150,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
37,3730,1204565,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,3297.91923340178,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,4,NA,5,Denominator cohort 4,0 to 2,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
38,1891,608187,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,1665.1252566735113,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,5,NA,5,Denominator cohort 5,0 to 2,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
39,1839,596378,0,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,1632.7939767282683,0,0,225.9243668638204,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,6,NA,5,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
4,3730,1199709,154,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,3284.6242299794662,4688.5119641513065,3977.2596851733138,5490.255820998484,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,4,NA,5,Denominator cohort 4,0 to 2,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
40,12635,5697988,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,15600.240930869268,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,7,NA,5,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
41,6518,2897972,0,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,7934.21492128679,0,0,46.49331396628797,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,8,NA,5,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
42,6117,2800016,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,7666.026009582478,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,9,NA,5,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
43,7071,3062680,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,8385.160848733743,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,10,NA,5,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
44,3581,1552393,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,4250.220396988364,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,11,NA,5,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
45,3490,1510287,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,4134.9404517453795,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,12,NA,5,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
46,19970,8670508,13,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,23738.55715263518,54.76322725265925,29.159112099765533,93.64678642944023,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,13,NA,5,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
47,9636,4250825,6,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,11638.124572210814,51.55469820564243,18.91966561990986,112.21287365922967,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,14,NA,5,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
48,10334,4419683,7,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,12100.432580424367,57.849171535605606,23.25836727583474,119.1914030002105,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,15,NA,5,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
49,16890,8046477,24,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,22030.05338809035,108.94208732591915,69.80125097199966,162.09719043648988,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,16,NA,5,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
5,1891,605839,84,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,1658.6967830253252,5064.216730847635,4039.4175973248402,6269.844906807168,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,5,NA,5,Denominator cohort 5,0 to 2,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
50,8069,3857925,21,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,10562.422997946613,198.8180174575711,123.07148640613352,303.9144592219411,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,17,NA,5,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
51,8821,4188552,NA,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,11467.630390143737,NA,NA,NA,FALSE,TRUE,2,Atrial_fibrillation,FALSE,overall,TRUE,18,NA,5,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
52,15223,7683511,78,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,21036.30663928816,370.78752148594566,293.0921490271008,462.7596075684694,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,19,NA,5,Denominator cohort 19,40 to 49,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
53,7280,3702108,54,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,10135.819301848049,532.764036057295,400.22874090847625,695.1415006072981,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,20,NA,5,Denominator cohort 20,40 to 49,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
54,7943,3981403,24,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,10900.48733744011,220.17364230649343,141.06940707017674,327.6009272640413,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,21,NA,5,Denominator cohort 21,40 to 49,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
55,15918,8573952,286,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,23474.201232032854,1218.3588151648155,1081.234137068393,1368.0579129128478,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,22,NA,5,Denominator cohort 22,50 to 59,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
56,7571,4081677,182,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,11175.022587268993,1628.6320549127233,1400.6070203341,1883.1996261028512,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,23,NA,5,Denominator cohort 23,50 to 59,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
57,8347,4492275,104,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,12299.17864476386,845.5849207806735,690.904155183624,1024.5676612612922,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,24,NA,5,Denominator cohort 24,50 to 59,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
58,13155,7476361,803,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,20469.160848733743,3922.9746931695777,3656.2961325958863,4203.961178454409,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,25,NA,5,Denominator cohort 25,60 to 69,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
59,6138,3437043,487,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,9410.110882956878,5175.284394172549,4725.790934155593,5656.004040116543,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,26,NA,5,Denominator cohort 26,60 to 69,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
6,1839,593870,70,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,1625.927446954141,4305.235152474447,3356.14201052875,5439.405614175194,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,6,NA,5,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
60,7017,4039318,316,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,11059.049965776865,2857.3883016885525,2550.9923876240673,3190.4499335343803,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,27,NA,5,Denominator cohort 27,60 to 69,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
61,5515,4750854,1341,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,13007.129363449692,10309.730629482616,9765.24899301328,10876.668890242747,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,28,NA,5,Denominator cohort 28,70 to 79,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
62,2535,2229973,851,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,6105.333333333333,13938.632889277136,13017.750892663704,14907.468578937447,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,29,NA,5,Denominator cohort 29,70 to 79,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
63,2980,2520881,490,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,6901.796030116358,7099.6012901838685,6484.821123551507,7756.954207520086,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,30,NA,5,Denominator cohort 30,70 to 79,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
64,2974,2166433,714,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,5931.370294318959,12037.690526316763,11170.80362507184,12953.98897308851,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,31,NA,5,Denominator cohort 31,80 to 89,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
65,1192,845929,316,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,2316.027378507871,13644.052869685283,12181.009835568793,15234.42492765259,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,32,NA,5,Denominator cohort 32,80 to 89,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
66,1782,1320504,398,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,3615.3429158110885,11008.637611093945,9953.535437762455,12145.144671750628,FALSE,FALSE,2,Atrial_fibrillation,FALSE,overall,TRUE,33,NA,5,Denominator cohort 33,80 to 89,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
7,12594,5441711,907,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,14898.592744695414,6087.82329675354,5698.025725742905,6497.264935741135,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,7,NA,5,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
8,6500,2743102,501,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,7510.203969883642,6670.924012304317,6099.498323925012,7281.467177413184,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,8,NA,5,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
9,6094,2698609,406,2017-01-01T00:00:00Z,2022-06-30T00:00:00Z,7388.388774811773,5495.108776410365,4973.5246258372235,6056.520105478376,FALSE,FALSE,1,Asthma,FALSE,overall,TRUE,9,NA,5,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,NA,NA,PHARMETRICS_100k,Incidence estimates
