analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_outcome_washout,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,cdm_name,result_type
13,95,42001,0,2017-01-02,2022-06-30T00:00:00Z,114.99247091033538,0,0,3207.9312888148256,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,16,NA,5,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,PHARMETRICS_100k,Incidence estimates
130,9,3075,0,2017-01-20,2022-03-31T00:00:00Z,8.41889117043121,0,0,43816.69010130455,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,161,NA,5,Denominator cohort 161,30 to 39,Male,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
131,14,10321,0,2017-01-12,2022-03-31T00:00:00Z,28.257357973990416,0,0,13054.580182299342,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,162,NA,5,Denominator cohort 162,30 to 39,Female,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
132,35,17195,0,2017-01-04,2022-06-30T00:00:00Z,47.07734428473648,0,0,7835.784941059115,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,163,NA,5,Denominator cohort 163,40 to 49,Both,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
133,18,9370,0,2017-01-27,2022-06-30T00:00:00Z,25.65366187542779,0,0,14379.54344306419,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,164,NA,5,Denominator cohort 164,40 to 49,Male,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
134,17,7825,0,2017-01-04,2022-06-30T00:00:00Z,21.423682409308693,0,0,17218.699304985494,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,165,NA,5,Denominator cohort 165,40 to 49,Female,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
135,52,25593,0,2017-01-10,2022-06-30T00:00:00Z,70.06981519507187,0,0,5264.57711333222,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,166,NA,5,Denominator cohort 166,50 to 59,Both,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
136,22,9902,0,2017-01-18,2022-06-30T00:00:00Z,27.110198494182068,0,0,13606.980616189809,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,167,NA,5,Denominator cohort 167,50 to 59,Male,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
137,30,15691,0,2017-01-10,2022-03-31T00:00:00Z,42.959616700889804,0,0,8586.85374173166,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,168,NA,5,Denominator cohort 168,50 to 59,Female,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
138,50,27546,0,2017-01-03,2022-06-30T00:00:00Z,75.41683778234086,0,0,4891.320774759002,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,169,NA,5,Denominator cohort 169,60 to 69,Both,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
139,18,7358,0,2017-02-03,2022-03-31T00:00:00Z,20.145106091718002,0,0,18311.54145984119,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,170,NA,5,Denominator cohort 170,60 to 69,Male,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
14,41,13735,0,2017-01-03,2022-06-30T00:00:00Z,37.60438056125941,0,0,9809.706739098032,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,17,NA,5,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,PHARMETRICS_100k,Incidence estimates
140,32,20188,0,2017-01-03,2022-06-30T00:00:00Z,55.27173169062286,0,0,6674.079753393675,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,171,NA,5,Denominator cohort 171,60 to 69,Female,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
141,30,25132,0,2017-01-04,2022-06-30T00:00:00Z,68.80766598220397,0,0,5361.146031414591,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,172,NA,5,Denominator cohort 172,70 to 79,Both,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
142,11,9058,0,2017-01-17,2022-06-30T00:00:00Z,24.799452429842574,0,0,14874.842356095327,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,173,NA,5,Denominator cohort 173,70 to 79,Male,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
143,19,16074,0,2017-01-04,2022-03-31T00:00:00Z,44.0082135523614,0,0,8382.252212362293,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,174,NA,5,Denominator cohort 174,70 to 79,Female,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
144,11,11928,0,2017-01-03,2022-03-31T00:00:00Z,32.6570841889117,0,0,11295.801648349388,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,175,NA,5,Denominator cohort 175,80 to 89,Both,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
145,NA,NA,0,2017-06-22,2022-03-31T00:00:00Z,NA,0,0,50143.77449256103,TRUE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,176,NA,5,Denominator cohort 176,80 to 89,Male,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
146,8,9241,0,2017-01-03,2022-03-31T00:00:00Z,25.300479123887747,0,0,14580.27508511108,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,177,NA,5,Denominator cohort 177,80 to 89,Female,0,2002-01-01,2022-12-31,5,Psoriatic_arthritis,PHARMETRICS_100k,Incidence estimates
147,209,60743,0,2017-01-03,2022-06-30T00:00:00Z,166.30527036276524,0,0,2218.137432486237,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,181,NA,5,Denominator cohort 181,0 to 150,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
148,86,24309,0,2017-01-17,2022-03-31T00:00:00Z,66.55441478439425,0,0,5542.651777593133,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,182,NA,5,Denominator cohort 182,0 to 150,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
149,123,36434,0,2017-01-03,2022-06-30T00:00:00Z,99.75085557837097,0,0,3698.093046646306,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,183,NA,5,Denominator cohort 183,0 to 150,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
15,54,28266,0,2017-01-02,2022-06-30T00:00:00Z,77.38809034907598,0,0,4766.727590090974,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,18,NA,5,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,1,IBD,PHARMETRICS_100k,Incidence estimates
150,NA,NA,0,2020-01-23,2021-01-22T00:00:00Z,NA,0,0,368132.0274904686,TRUE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,190,NA,5,Denominator cohort 190,13 to 17,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
151,NA,NA,0,2020-01-23,2021-01-22T00:00:00Z,NA,0,0,368132.0274904686,TRUE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,192,NA,5,Denominator cohort 192,13 to 17,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
152,7,1217,0,2017-02-10,2021-12-31T00:00:00Z,3.3319644079397674,0,0,110711.85050247452,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,193,NA,5,Denominator cohort 193,18 to 29,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
153,5,812,0,2017-02-10,2021-12-31T00:00:00Z,2.223134839151266,0,0,165931.43111023583,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,194,NA,5,Denominator cohort 194,18 to 29,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
154,NA,NA,0,2017-02-21,2018-04-10T00:00:00Z,NA,0,0,332682.2766950901,TRUE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,195,NA,5,Denominator cohort 195,18 to 29,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
155,23,6915,0,2017-01-12,2021-12-01T00:00:00Z,18.93223819301848,0,0,19484.64527281439,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,196,NA,5,Denominator cohort 196,30 to 39,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
156,9,2435,0,2017-01-20,2021-12-01T00:00:00Z,6.666666666666667,0,0,55333.191811709024,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,197,NA,5,Denominator cohort 197,30 to 39,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
157,14,4480,0,2017-01-12,2020-09-19T00:00:00Z,12.265571526351813,0,0,30075.071888730243,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,198,NA,5,Denominator cohort 198,30 to 39,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
158,35,8474,0,2017-01-04,2022-03-31T00:00:00Z,23.200547570157426,0,0,15899.967201028026,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,199,NA,5,Denominator cohort 199,40 to 49,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
159,18,4490,0,2017-01-27,2022-03-31T00:00:00Z,12.292950034223136,0,0,30008.08954599365,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,200,NA,5,Denominator cohort 200,40 to 49,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
16,83,39407,0,2017-01-02,2022-06-30T00:00:00Z,107.89048596851471,0,0,3419.096151991055,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,19,NA,5,Denominator cohort 19,40 to 49,Both,0,2002-01-01,2022-12-31,1,IBD,PHARMETRICS_100k,Incidence estimates
160,17,3984,0,2017-01-04,2022-03-31T00:00:00Z,10.907597535934292,0,0,33819.357947166536,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,201,NA,5,Denominator cohort 201,40 to 49,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
161,52,13466,0,2017-01-10,2022-03-31T00:00:00Z,36.86789869952088,0,0,10005.667760397406,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,202,NA,5,Denominator cohort 202,50 to 59,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
162,22,5756,0,2017-01-18,2022-03-31T00:00:00Z,15.759069130732374,0,0,23407.97812048497,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,203,NA,5,Denominator cohort 203,50 to 59,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
163,30,7710,0,2017-01-10,2022-03-31T00:00:00Z,21.1088295687885,0,0,17475.52815324403,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,204,NA,5,Denominator cohort 204,50 to 59,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
164,50,14419,0,2017-01-03,2022-06-30T00:00:00Z,39.47707049965777,0,0,9344.359668597786,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,205,NA,5,Denominator cohort 205,60 to 69,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
165,18,4784,0,2017-02-03,2022-03-31T00:00:00Z,13.097878165639973,0,0,28163.946919212267,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,206,NA,5,Denominator cohort 206,60 to 69,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
166,32,9635,0,2017-01-03,2022-06-30T00:00:00Z,26.379192334017795,0,0,13984.05003233124,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,207,NA,5,Denominator cohort 207,60 to 69,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
167,30,9329,0,2017-01-04,2022-03-31T00:00:00Z,25.541409993155373,0,0,14442.740064477597,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,208,NA,5,Denominator cohort 208,70 to 79,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
168,11,3186,0,2017-01-17,2022-02-22T00:00:00Z,8.722792607802875,0,0,42290.119918867385,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,209,NA,5,Denominator cohort 209,70 to 79,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
169,19,6143,0,2017-01-04,2022-03-31T00:00:00Z,16.8186173853525,0,0,21933.30979350667,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,210,NA,5,Denominator cohort 210,70 to 79,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
17,33,15995,0,2017-01-02,2022-06-30T00:00:00Z,43.79192334017796,0,0,8423.652520257048,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,20,NA,5,Denominator cohort 20,40 to 49,Male,0,2002-01-01,2022-12-31,1,IBD,PHARMETRICS_100k,Incidence estimates
170,11,3353,0,2017-01-03,2022-03-31T00:00:00Z,9.180013689253936,0,0,40183.812126904704,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,211,NA,5,Denominator cohort 211,80 to 89,Both,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
171,NA,NA,0,2017-06-22,2022-03-31T00:00:00Z,NA,0,0,176819.3202906975,TRUE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,212,NA,5,Denominator cohort 212,80 to 89,Male,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
172,8,2591,0,2017-01-03,2021-09-12T00:00:00Z,7.093771389459275,0,0,52001.66810556213,FALSE,FALSE,1,Concomitant_TNF_1,FALSE,overall,TRUE,213,NA,5,Denominator cohort 213,80 to 89,Female,0,2002-01-01,2022-12-31,6,Psoriatic_arthritis_365,PHARMETRICS_100k,Incidence estimates
