cohort_definition_id,cohort_name,age_group,sex,days_prior_observation,start_date,end_date,target_cohort_definition_id,target_cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects,cdm_name,result_type,cohort_table_name
5,Denominator cohort 5,0 to 2,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
5,Denominator cohort 5,0 to 2,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
5,Denominator cohort 5,0 to 2,Male,0,2002-01-01,2022-12-31,1,IBD,233,233,8,Not Male,306,306,PHARMETRICS_100k,Cohort details,denominator_target
5,Denominator cohort 5,0 to 2,Male,0,2002-01-01,2022-12-31,1,IBD,0,0,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",233,233,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,306,306,8,Not Female,233,233,PHARMETRICS_100k,Cohort details,denominator_target
6,Denominator cohort 6,0 to 2,Female,0,2002-01-01,2022-12-31,1,IBD,0,0,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",306,306,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
7,Denominator cohort 7,3 to 12,Both,0,2002-01-01,2022-12-31,1,IBD,8,8,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",531,531,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,233,233,8,Not Male,306,306,PHARMETRICS_100k,Cohort details,denominator_target
8,Denominator cohort 8,3 to 12,Male,0,2002-01-01,2022-12-31,1,IBD,4,4,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",229,229,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,306,306,8,Not Female,233,233,PHARMETRICS_100k,Cohort details,denominator_target
9,Denominator cohort 9,3 to 12,Female,0,2002-01-01,2022-12-31,1,IBD,4,4,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",302,302,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
10,Denominator cohort 10,13 to 17,Both,0,2002-01-01,2022-12-31,1,IBD,16,16,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",523,523,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,233,233,8,Not Male,306,306,PHARMETRICS_100k,Cohort details,denominator_target
11,Denominator cohort 11,13 to 17,Male,0,2002-01-01,2022-12-31,1,IBD,11,11,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",222,222,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,306,306,8,Not Female,233,233,PHARMETRICS_100k,Cohort details,denominator_target
12,Denominator cohort 12,13 to 17,Female,0,2002-01-01,2022-12-31,1,IBD,5,5,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",301,301,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
13,Denominator cohort 13,18 to 29,Both,0,2002-01-01,2022-12-31,1,IBD,70,70,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",469,469,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,233,233,8,Not Male,306,306,PHARMETRICS_100k,Cohort details,denominator_target
14,Denominator cohort 14,18 to 29,Male,0,2002-01-01,2022-12-31,1,IBD,32,32,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",201,201,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,306,306,8,Not Female,233,233,PHARMETRICS_100k,Cohort details,denominator_target
15,Denominator cohort 15,18 to 29,Female,0,2002-01-01,2022-12-31,1,IBD,38,38,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",268,268,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
16,Denominator cohort 16,30 to 39,Both,0,2002-01-01,2022-12-31,1,IBD,95,95,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",444,444,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,6,Doesn't satisfy age criteria during the study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,539,539,7,Prior history requirement not fulfilled during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,233,233,8,Not Male,306,306,PHARMETRICS_100k,Cohort details,denominator_target
17,Denominator cohort 17,30 to 39,Male,0,2002-01-01,2022-12-31,1,IBD,41,41,10,"No observation time available after applying age, prior observation and, if applicable, target criteria",192,192,PHARMETRICS_100k,Cohort details,denominator_target
18,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,1,Starting population,NA,NA,PHARMETRICS_100k,Cohort details,denominator_target
18,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,2,Missing year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
18,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,3,Missing sex,0,0,PHARMETRICS_100k,Cohort details,denominator_target
18,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,4,Cannot satisfy age criteria during the study period based on year of birth,0,0,PHARMETRICS_100k,Cohort details,denominator_target
18,Denominator cohort 18,30 to 39,Female,0,2002-01-01,2022-12-31,1,IBD,539,539,5,No observation time available during study period,0,0,PHARMETRICS_100k,Cohort details,denominator_target
